order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD489546,ID3268160207,2019-07-27,Nickolson,"[('Thunder line', 1), ('pearTV', 2), ('Candle Inferno', 1)]",15230,68.0,-37.8234884,144.9861192,0,15298.0,Winter,False,1.5554,love it i love this phone really fast so far and its cool to type on it love it!!!,True
ORD179483,ID0777706218,2019-07-19,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('Lucent 330S', 1)]",5700,79.86,-37.8058416,144.95521369999997,15,4924.86,Winter,True,1.0447,beautiful just like it,True
ORD246296,ID2400284873,2019-08-21,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,62.59,-37.8202787,144.9651132,10,2663.59,Winter,False,0.4329,"purpose served i bought this as a gift for one of my workmates, and he loves it so dearly. he says it is working perfectly.",True
ORD425896,ID4283908122,2019-06-28,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790,68.64,-37.80840429999999,144.9758436,0,4858.64,Winter,False,1.2622,best cell out there. better than the most expensive alcon hands down,True
ORD128864,ID0767592583,2019-04-01,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",22520,51.7,-37.808003,144.9732937,15,19193.7,Autumn,0,1.2241,i paid for a new item the box was open ... i paid for a new item the box was open and missing the sim card tool. so i am unsure if i got a new phone or not.,False
ORD218797,ID2187983889,2019-08-13,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",18310,63.54,-37.8119519,144.9711716,0,18373.54,Winter,False,0.7531,five stars awesome phone with dual sim card.,True
ORD237813,ID3167693144,2019-08-24,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,53.91,-37.80121610000001,144.9629847,0,4738.91,Winter,False,1.8937,one star got frozen after 1 yr!!! :(,False
ORD405849,ID0361269278,2019-09-21,Bakers,"[('Candle Inferno', 1), ('iStream', 1)]",580,108.75,-37.80101320000001,144.9775605,0,688.75,Spring,True,1.8481,good phone good phone,True
ORD084950,ID0582800718,2019-10-11,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2), ('Olivia x460', 2)]",11130,58.7,-37.8161544,144.9723661,10,10075.7,Spring,False,0.3675,"it looks like i got a refurbished one i ordered a new phone, it looks like i got a refurbished one, the charge stays only for one hour (battery is drying soon) , and it will take 6 hours to battery full, i am not happy with this product, it stuck frequently. not so happy with this phone.",False
ORD316078,ID3394742110,2019-06-27,Thompson,"[('iStream', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",19275,63.42,-37.8069073,144.94924450000005,25,14519.67,Winter,False,0.6698,"five stars love it, it is the right size which is not too small and not too big",True
ORD478482,ID4975504800,2019-12-23,Bakers,"[('Alcon 10', 2), ('pearTV', 1)]",24210,83.56,-37.8199661,145.01252759999997,5,23083.06,Summer,False,1.8828,love it! but not perfect of course it’s not going to be perfect but i am very satisfied. so good so far👌🏾,True
ORD109257,ID0591431040,2019-11-01,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,81.48,-37.8177293,144.9671865,25,3763.98,Spring,True,0.2292,"muy decepcionado sorry, this video is unsupported on this browser.  el artículo llegó roto , después de hace mas de una semana aún estoy en espera de una respuesta y nada",False
ORD158447,ID2318307720,2019-01-22,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",11495,75.6,-37.8108065,144.9756299,0,11570.6,Summer,False,1.0186,"the ipod is good. looks clean though it came with a slight ... sorry, this video is unsupported on this browser.  the ipod is good. looks clean though it came with a slight crack on the top right. and the earpods were missing.v",True
ORD167620,ID4754200395,2019-09-29,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,109.36,-37.8161428,144.9287483,5,12839.36,Spring,True,1.6568,"five stars great phone, love it",True
ORD439085,ID0417273054,2019-05-23,Bakers,"[('Olivia x460', 1), ('Alcon 10', 2), ('Thunder line', 2)]",23485,78.89,-37.80926229999999,144.9838244,5,22389.64,Autumn,True,1.0066,i like the ease of use and good support from digico. a reasonable price for a versatile tablet.,True
ORD209522,ID0163627875,2019-12-25,Thompson,"[('iAssist Line', 2), ('pearTV', 1)]",10760,79.18,-37.8239933,144.9538906,0,10839.18,Summer,False,1.3956,four stars great phone. came brand new. works much faster!,True
ORD271665,ID0531390695,2019-11-03,Thompson,"[('Universe Note', 1), ('iStream', 1), ('iAssist Line', 1)]",5825,106.96,-37.82428710000001,144.95049880000005,25,4475.71,Spring,True,1.3275,"ipad air 2 64gb purchased the air 2 as a gift. the ipad is in excellent shape, and it arrived quickly. i can not review the battery life as i only charged it up ran the setup and updates with no issues. i did play videos for a few hours and it only dropped about 12% of the battery life.",True
ORD278889,ID0294625486,2019-06-14,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,61.7,-37.8190725,144.964908,10,4269.2,Winter,False,0.4117,nice for less then $200 this phones a beast.,True
ORD094029,ID6167440990,2019-08-26,Nickolson,"[('Alcon 10', 1), ('pearTV', 1), ('iStream', 1), ('Lucent 330S', 1)]",16640,76.38,-37.8132527,144.96255109999996,0,16716.38,Winter,True,0.8559,it unlocks with your face like the alcon 😍 this phone is amazing my cousin love it. it works with tmobile.,True
ORD106031,ID0591276363,2019-08-05,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2)]",21350,79.92,-37.823809,144.9564558,10,19294.92,Winter,True,1.2895,so far its a good phone this is my first smartphone and so far its been a great one. i like that it includes gorilla glass to prevent scratches. although it does come with a fair amount of unneeded apps that are google related.,True
ORD079406,ID0711331300,2019-04-25,Thompson,"[('iStream', 2), ('Universe Note', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",5840,64.45,-37.8069883,144.9570875,0,5904.45,Autumn,True,1.0848,one star garbage,False
ORD498174,ID0227770421,2019-09-09,Bakers,"[('iAssist Line', 1), ('Alcon 10', 1), ('Olivia x460', 1), ('iStream', 1)]",12550,68.98,-37.7990396,144.9850633,0,12618.98,Spring,False,1.5124,it's not unlocked intenté poner una sin car de straight talk y que triste saber que no funciona. aquí dentro de estados unidos. debería tener más información,False
ORD274854,ID4398351517,2019-07-09,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 1)]",5590,62.95,-37.8201043,144.9660391,10,5093.95,Winter,False,0.3516,"it's a great phone i love this phone. it's great for how little it costs. in my opinion it destroys the pear brand, and is up there with olivia. processor could be faster, but for being a budget phone it works very well. and i'm no photographer, but the camera seems great to me.",True
ORD228953,ID4716795753,2019-05-19,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",12270,65.09,-37.8188326,144.9532351,25,9267.59,Autumn,False,0.8742,"excelente eleccion el telefono es bellisimo, super liviano. me encanta el tamano porque no es tan grande. facil de usar. feliz de haber vuelto a xp.",True
ORD213856,ID0711331302,2019-07-10,Thompson,"[('Universe Note', 1), ('Thunder line', 1)]",5630,65.95,-37.8070242,144.956963,0,5695.95,Winter,False,1.0736,four stars great everything was great fine got it connected everything is good thank you,True
ORD211214,ID0387152995,2019-03-31,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 2)]",4910,78.18,-37.8070029,144.9469489,25,3760.68,Autumn,True,0.6313,five stars very good quality. i recommend.,True
ORD309522,ID0664378463,2019-01-15,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Olivia x460', 2), ('Toshika 750', 2)]",29420,87.64,-37.8201019,144.9669756,15,25094.64,Summer,True,0.2818,"nice product great phone, good amount of memory storage, looks clean but the battery is a little small but just leave it on stamina mode and it runs all day and it doesn't effect the performance too much.",True
ORD441340,ID1833110273,2019-04-28,Nickolson,"[('Alcon 10', 1), ('Universe Note', 2)]",15850,61.42,-37.8169759,144.9693762,15,13533.92,Autumn,True,0.1809,beware!!!! phone was fine but charging unit started on inferno once plugged i plugged it in. not cool!!,False
ORD303957,ID3419344113,2019-10-28,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1), ('Olivia x460', 2)]",8125,103.34,-37.80842360000001,144.9760374,5,7822.09,Spring,True,1.2678,very good phone. does everything i want it to.,True
ORD443307,ID1657117886,2019-10-04,Bakers,"[('Olivia x460', 2), ('pearTV', 2)]",15070,89.09,-37.8116263,145.0067582,10,13652.09,Spring,True,1.0298,"no standard headphone jack this has no standard headphone jack, essential to any phone. ridiculous.",False
ORD453994,ID0387908964,2019-07-08,Nickolson,"[('Thunder line', 2), ('pearTV', 2), ('iAssist Line', 2), ('Universe Note', 2)]",28330,74.13,-37.8214441,144.96358669999995,0,28404.13,Winter,True,0.6129,got this for my wife. she loves it. ... got this for my wife. she loves it. took it to the at&t store and they thought it wouldn't work on their network. they were surprised when it did and they wanted one. no issues yet.,True
ORD085467,ID5422000177,2019-12-05,Thompson,"[('iStream', 2), ('Universe Note', 1), ('Toshika 750', 2), ('Thunder line', 2)]",16750,82.02,-37.8022324,144.9604992,15,14319.52,Summer,True,1.6571,best phone i’ve ever owned. better than what i had expected. i’m definitely hooked.,True
ORD011593,ID0441587731,2019-07-02,Thompson,"[('Toshika 750', 2), ('pearTV', 2)]",21260,65.56,-37.8143214,144.9380749,0,21325.56,Winter,False,0.8119,five stars perfect i come back again for the 635 one,True
ORD251211,ID2069604236,2019-01-09,Bakers,"[('Thunder line', 1), ('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2)]",14505,101.41,-37.8009849,144.9786899,15,12430.66,Summer,True,1.7672,"a happy customer just received my used lucent g. very fast and smooth. i am currently using alcon 4s but lucent g is way faster. the other good news is, i was able to activate it on tracfone.",True
ORD262889,ID3743608250,2019-07-22,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Thunder line', 2)]",6450,68.42,-37.82239379999999,144.9487416,15,5550.92,Winter,False,1.092,"five stars very happy with the phone. came in awesome shape and works very well, no complaints here.",True
ORD014354,ID3788315451,2019-12-01,Nickolson,"[('Toshika 750', 1), ('pearTV', 2), ('Universe Note', 1)]",20390,77.39,-37.820045,144.9611555,15,17408.89,Summer,False,0.7557,"one star got a phone setup in german, not responding. immediate return",False
ORD242785,ID0777783233,2019-10-12,Thompson,"[('Olivia x460', 1), ('Universe Note', 2), ('Alcon 10', 1), ('Candle Inferno', 2)]",17935,90.06,-37.8048535,144.95456090000005,0,18025.06,Spring,True,1.0917,repackaged? was it even new? never worked right. only gets one bar. the box it came it was labeled for a different memory capacity that what i got. very suspect.,False
ORD438706,ID6167413273,2019-05-26,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 2)]",5310,65.46,-37.8151079,144.9605892,15,4578.96,Autumn,True,0.8785,"very satisfied with my tablet ,it is very easy to operate.",True
ORD011394,ID0571731212,2019-08-18,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Olivia x460', 1), ('iStream', 2)]",10205,67.02,-37.8243379,144.9445459,5,9761.77,Winter,False,1.3173,a great phone i love this phone,True
ORD494110,ID1865096363,2019-04-08,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('pearTV', 1)]",13640,54.46,-37.8052589,144.96923080000005,10,12330.46,Autumn,0,1.4848,very disappointing purchase paid over 400$ bucks and the damn home button doesn’t work! bad business!!!!!!,False
ORD304919,ID2190483598,2019-11-23,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760,104.45,-37.80713220000001,144.9598125,15,16050.45,Spring,True,1.2793,four stars good phone!,True
ORD475043,ID4315827369,2019-05-08,Bakers,"[('Alcon 10', 2), ('iStream', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",27915,62.88,-37.8132482,145.0001319,25,20999.13,Autumn,False,0.5628,"s10e brand new works very well, haven't tried the finger print or face rec.",True
ORD191992,ID0248746966,2019-08-10,Bakers,"[('Thunder line', 2), ('Olivia x460', 2)]",6810,66.94,-37.8196696,144.99427,10,6195.94,Winter,False,1.0801,i love my thunder spot that my daughter and son in law got me for my birthday. iassist wakes me each morning and plays music when i ask.,True
ORD311986,ID0282854772,2019-06-22,Bakers,"[('Olivia x460', 2), ('iStream', 1)]",2600,70.28,-37.800225,145.00961,5,2540.28,Winter,False,1.668,good phone for the price. beautiful phone. after reading some reviews i became worried about the phone being compatible with my carrier metropcs but everything worked out fine. the phone was very clean with no cosmetic flaws as far as i can tell.,True
ORD382065,ID0316414093,2019-05-23,Thompson,"[('Toshika 750', 2), ('Alcon 10', 1)]",17590,83.45,-37.8089016,144.9602386,10,15914.45,Autumn,True,1.232,fast charging phone is perfect. its has all the features of alcon,True
ORD389729,ID5001030333,2019-10-23,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1), ('pearTV', 1)]",8920,74.94,-37.8113191,144.9528176,0,8994.94,Spring,False,0.5276,"i got this for reading books, i still like ipad better though.",True
ORD491377,ID3085953510,2019-10-14,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1)]",5675,59.17,-37.8167363,144.97569860000004,25,4315.42,Spring,False,0.5788,scam the screen died after 2.5 months of slow and painful work,False
ORD364186,ID2288769482,2019-11-26,Bakers,"[('iAssist Line', 2), ('Lucent 330S', 2), ('pearTV', 2)]",19530,63.78,-37.80148370000001,145.004298,10,17640.78,Spring,False,1.2384,"bad experience after a few hours of use,unexpectly turned off,then it begins lagging and acting weird,just talk to digico for help, they didn't help me because it was bought through a freight forwarder.i really feel like a wasted my savings for nothing",False
ORD041961,ID0301537536,2019-12-20,Thompson,"[('Universe Note', 2), ('pearTV', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",15300,73.53,-37.8195536,144.9445256,0,15373.53,Summer,True,0.7979,good for it’s price nice phone for its price. like the fingerprint reader.,True
ORD475097,ID0531390695,2019-03-03,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 1)]",19130,82.38,-37.82428710000001,144.95049880000005,0,19212.38,Autumn,True,1.3275,great phone. great phone. just be aware this is the chinese version.,True
ORD377098,ID6167357850,2019-08-24,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",25065,66.7,-37.8092351,144.9722247,15,21371.95,Winter,False,1.0681,gold day deal great gold day deal. i love it !,True
ORD040507,ID0579490936,2019-01-23,Thompson,"[('Universe Note', 2), ('Thunder line', 2)]",11260,88.69,-37.8151395,144.95044099999996,15,9659.69,Summer,True,0.4041,"a phone to buy without hesitation i am very happy with this phone, it's incredibly fast and it's screen, camera ....everything is just amazing. much better than my toshika xperia. one thing, did not come with headphones, it would've been awesome if it did",True
ORD177202,ID2975216740,2019-08-09,Thompson,"[('iStream', 2), ('pearTV', 1), ('Lucent 330S', 2)]",9070,83.6,-37.7993462,144.95926819999997,5,8700.1,Winter,True,1.8309,four stars ok,True
ORD093314,ID4234880959,2019-03-05,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610,68.14,-37.80427750000001,144.96893630000002,25,2025.64,Autumn,False,1.5947,"great phone. great performance, highly recommend.",True
ORD086379,ID3213448173,2019-08-16,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 1)]",3455,79.49,-37.8086964,144.961653,25,2670.74,Winter,True,1.3025,some pieces may be international everything with this phone is pretty awesome and the only issue is that my finger print quit working so i have to see about getting it fixed. other than that amazing phone!!,True
